student_id,age,gender,first_generation_college,international_student,residency_status,high_school_gpa,sat_score,act_score,advanced_courses_taken,extracurricular_activities,major,enrollment_status,semester_credits,admission_type,starting_semester,family_income,financial_aid_received,pell_grant_eligible (scholarship),student_loan_amount,has_campus_job,current_gpa,credits_completed,courses_failed,courses_withdrawn,attendance_rate,study_hours_per_week,library_visits_per_month,tutoring_sessions_attended,advisor_meetings,clubs_joined,living_arrangement,has_disability,distance_from_campus_miles,work_hours_per_week,dropped_out
STU_00009019,19,Male,No,No,Out-of-state,2.83,1276,30,2,4,Engineering,Full-time,18,Regular,Fall,$30k-$60k,No,Yes,22320,Yes,2.26,11,1,1,61.7,4,8,0,2,0,On-campus,No,50,6,Yes
STU_00009020,23,Male,No,No,Out-of-state,2.91,1226,26,5,7,Engineering,Full-time,18,Transfer,Spring,<$30k,Yes,No,497,No,3.73,22,1,0,74.8,0,5,0,1,2,Commuter,No,8,2,No
STU_00009021,19,Female,Yes,No,In-state,3.51,1021,20,0,3,Arts & Sciences,Full-time,12,Regular,Spring,$30k-$60k,Yes,No,516,Yes,3.23,0,0,0,77.8,2,9,1,1,2,At home,No,23,22,No
STU_00009022,19,Female,No,No,Out-of-state,3.31,1215,22,2,7,Health Sciences,Full-time,15,Regular,Fall,$60k-$100k,No,No,26637,No,4,72,2,0,82.5,26,3,2,1,0,On-campus,No,25,11,Yes
STU_00009023,18,Male,Yes,No,Out-of-state,2.5,1324,27,1,2,Arts & Sciences,Full-time,15,Regular,Fall,$100k+,No,No,21015,Yes,2.3,14,0,0,87,5,3,1,4,3,On-campus,No,1,3,No
STU_00009024,23,Male,Yes,No,In-state,2.6,1215,21,2,5,Social Sciences,Full-time,18,Regular,Fall,$60k-$100k,Yes,No,36440,No,3.39,58,2,0,91.2,9,7,3,4,0,Off-campus,No,36,3,No
STU_00009025,20,Male,No,No,Out-of-state,4,1107,16,2,2,Engineering,Full-time,12,Regular,Fall,$30k-$60k,No,Yes,2250,No,3.64,77,0,0,87,5,1,3,1,0,Commuter,No,14,7,No
STU_00009026,20,Male,No,No,In-state,2.26,1141,20,2,4,Health Sciences,Full-time,12,Regular,Fall,$100k+,Yes,No,30212,Yes,3.03,13,1,2,99,3,4,2,2,1,On-campus,No,7,3,No
STU_00009027,18,Female,No,No,In-state,2.57,958,20,1,1,Health Sciences,Full-time,18,Regular,Spring,$30k-$60k,Yes,No,744,No,,15,2,0,74,15,4,3,2,3,On-campus,No,29,6,No
STU_00009028,19,Female,No,No,In-state,3.02,1188,24,6,5,Engineering,Full-time,12,Transfer,Fall,$60k-$100k,No,No,25632,No,2.91,24,0,0,88.9,23,5,0,4,2,On-campus,No,27,7,No
STU_00009029,17,Male,No,No,Out-of-state,3.74,1326,17,3,3,Social Sciences,Full-time,15,Regular,Fall,<$30k,No,No,11387,Yes,2.01,25,2,1,79.7,16,5,3,2,1,On-campus,No,25,10,Yes
STU_00009030,18,Male,Yes,No,Out-of-state,3.98,981,24,1,0,Social Sciences,Full-time,15,Regular,Fall,$30k-$60k,Yes,Yes,15419,Yes,2.52,1,2,0,65,10,2,4,1,3,On-campus,No,4,25,Yes
STU_00009031,23,Male,No,No,In-state,3.73,1022,30,4,2,Education,Full-time,18,Regular,Fall,$100k+,Yes,Yes,2011,No,3.03,35,0,0,71.1,17,3,2,0,0,On-campus,No,14,32,No
STU_00009032,20,Male,Yes,No,In-state,3.43,929,23,2,1,Arts & Sciences,Full-time,12,Regular,Fall,$100k+,No,Yes,37443,No,4,40,3,1,73.5,13,2,0,1,0,Commuter,No,25,14,Yes
STU_00009033,18,Male,Yes,No,Out-of-state,3.63,1186,22,2,2,Computer Science,Full-time,12,Regular,Spring,$100k+,Yes,Yes,42499,No,1.5,69,0,1,70,36,2,2,0,0,On-campus,No,70,10,No
STU_00009034,17,Female,Yes,No,In-state,2.73,913,21,6,2,Education,Full-time,12,Regular,Fall,$100k+,Yes,Yes,5466,No,2.78,98,1,0,91.8,20,4,1,1,2,Off-campus,No,6,3,No
STU_00009035,22,Male,Yes,No,In-state,3.75,1134,22,3,0,Education,Full-time,12,Regular,Spring,<$30k,Yes,No,10823,Yes,2.53,3,0,2,83.5,6,4,3,1,0,On-campus,No,8,10,No
STU_00009036,24,Female,Yes,No,Out-of-state,4,1471,20,5,2,Education,Full-time,12,Regular,Fall,$60k-$100k,Yes,No,4180,No,2.08,120,3,1,68.8,11,5,4,1,0,On-campus,No,28,4,Yes
STU_00009037,20,Male,No,No,In-state,2.48,1182,25,5,2,Education,Full-time,12,Regular,Fall,$100k+,Yes,No,17535,Yes,4,43,1,0,55.1,14,2,2,2,3,Off-campus,No,20,29,No
STU_00009038,22,Non-binary,No,No,In-state,3.91,1194,24,1,1,Arts & Sciences,Full-time,12,Regular,Fall,$30k-$60k,No,Yes,3614,No,4,30,1,0,79.4,3,4,2,1,3,On-campus,No,3,0,No
STU_00009039,24,Female,Yes,No,In-state,2.82,1048,18,6,5,Engineering,Full-time,18,Transfer,Fall,$100k+,Yes,Yes,24046,No,2.47,22,1,2,50.6,9,2,1,0,4,On-campus,No,11,9,No
STU_00009040,23,Female,Yes,No,In-state,3.42,1385,19,1,2,Education,Full-time,15,Regular,Spring,$100k+,Yes,No,3748,No,3.21,120,0,1,88.9,3,3,2,4,0,On-campus,No,7,7,No
STU_00009041,23,Male,No,No,In-state,3.43,1093,21,6,4,Computer Science,Full-time,15,Early Decision,Fall,<$30k,No,No,13043,No,3.32,80,0,0,47.1,16,6,2,2,3,At home,No,38,4,Yes
STU_00009042,23,Non-binary,No,No,In-state,3.05,1200,19,2,3,Engineering,Full-time,15,Early Decision,Fall,$100k+,Yes,No,6621,No,2.67,70,0,1,66.9,9,4,5,1,1,On-campus,No,25,10,No
STU_00009043,20,Female,Yes,No,In-state,2.81,,25,3,4,Social Sciences,Full-time,18,Transfer,Fall,$30k-$60k,Yes,No,21325,No,3.75,53,3,0,72.3,18,4,1,1,1,On-campus,No,2,6,No
STU_00009044,19,Female,Yes,No,In-state,3.29,1251,24,6,3,Health Sciences,Full-time,12,Regular,Fall,<$30k,Yes,No,4037,No,3.6,0,0,0,,8,6,2,3,1,Commuter,No,39,22,No
STU_00009045,17,Female,No,No,In-state,2.44,1262,21,1,4,Arts & Sciences,Full-time,18,Regular,Fall,$100k+,No,Yes,19016,No,2.94,120,2,0,90.7,3,2,3,1,2,Off-campus,No,29,0,No
STU_00009046,17,Male,Yes,No,In-state,3.77,1205,25,2,3,Business,Full-time,18,Regular,Fall,$30k-$60k,No,No,8653,Yes,3.49,28,1,1,63,5,2,2,1,1,Off-campus,No,6,8,Yes
STU_00009047,19,Male,No,No,In-state,3.54,1215,16,2,2,Computer Science,Full-time,12,Regular,Fall,<$30k,Yes,No,6097,No,4,0,1,1,84.3,10,4,2,1,1,On-campus,No,13,2,No
STU_00009048,21,Female,Yes,No,In-state,2.31,1202,23,2,1,Engineering,Full-time,12,Regular,Fall,$60k-$100k,Yes,Yes,22083,No,1.82,15,0,0,71.8,2,8,1,0,2,Commuter,No,8,7,No
STU_00009049,25,Male,No,No,In-state,3.97,1061,29,4,1,Arts & Sciences,Full-time,12,Regular,Fall,<$30k,No,No,3425,Yes,1.63,81,1,0,95.7,1,5,1,0,0,On-campus,No,21,2,No
STU_00009050,24,Male,Yes,No,International,3.45,,27,3,1,Health Sciences,Full-time,18,Regular,Fall,<$30k,Yes,No,21844,Yes,4,120,0,0,65.2,12,6,5,1,3,Off-campus,No,14,7,No
STU_00009051,18,Female,Yes,No,In-state,3.93,1198,25,3,3,Engineering,Full-time,12,Regular,Spring,$60k-$100k,No,No,888,No,1.57,71,1,2,83.4,6,5,1,2,1,At home,No,1,14,No
STU_00009052,22,Female,Yes,No,In-state,3.35,1009,24,3,2,Arts & Sciences,Full-time,18,Regular,Spring,$100k+,Yes,No,13547,Yes,2.83,15,1,0,83.2,0,3,0,2,1,On-campus,No,4,3,Yes
STU_00009053,20,Female,Yes,No,International,2.57,1082,20,4,3,Computer Science,Full-time,12,Regular,Spring,$100k+,Yes,Yes,13783,No,2.63,50,1,1,85.8,28,3,1,0,2,On-campus,No,11,15,No
STU_00009054,17,Non-binary,Yes,No,Out-of-state,3.89,1261,24,4,1,Engineering,Full-time,15,Regular,Fall,<$30k,No,Yes,32293,Yes,3.28,9,0,1,,58,3,4,2,1,Commuter,No,34,2,No
STU_00009055,23,Male,No,No,In-state,3.24,1313,29,4,3,Arts & Sciences,Full-time,15,Transfer,Spring,$100k+,No,No,821,No,3.23,87,1,0,65.1,13,1,3,0,2,On-campus,No,44,17,Yes
STU_00009056,27,Male,No,No,Out-of-state,3,1048,23,2,2,Engineering,Part-time,6,Early Decision,Fall,$60k-$100k,No,No,3570,Yes,2.74,86,0,0,95.8,14,5,1,2,2,Off-campus,No,3,7,No
STU_00009057,17,Female,No,No,Out-of-state,3.9,983,23,0,3,Business,Full-time,15,Transfer,Fall,$100k+,Yes,No,5011,No,3.67,120,2,1,67.4,16,4,1,5,3,On-campus,No,14,2,No
STU_00009058,19,Female,No,No,International,3.75,1166,24,4,4,Business,Part-time,9,Regular,Fall,$60k-$100k,Yes,Yes,32176,No,2.13,13,0,1,68.3,10,8,0,4,1,At home,No,6,7,No
STU_00009059,22,Male,Yes,Yes,Out-of-state,3.84,1280,22,2,7,Social Sciences,Full-time,18,Transfer,Fall,<$30k,No,No,23912,Yes,2.99,50,0,1,91.8,60,4,0,1,3,Off-campus,No,0,10,Yes
STU_00009060,20,Female,No,No,In-state,2,1184,25,2,2,Business,Full-time,15,Regular,Fall,$60k-$100k,Yes,No,13263,No,2.66,120,1,0,91.9,1,4,4,0,1,Off-campus,No,12,4,No
STU_00009061,19,Female,No,No,In-state,3.99,869,23,1,1,Engineering,Full-time,18,Regular,Spring,$30k-$60k,No,No,11318,Yes,2.4,16,0,1,37.8,26,4,4,1,1,On-campus,No,31,4,No
STU_00009062,17,Female,No,No,In-state,3.81,800,22,2,2,Health Sciences,Full-time,15,Regular,Fall,$60k-$100k,No,Yes,9175,No,3.74,1,0,0,68.1,4,5,4,0,4,On-campus,No,2,8,No
STU_00009063,20,Female,Yes,No,In-state,3.63,1135,19,2,5,Computer Science,Full-time,15,Transfer,Fall,$60k-$100k,Yes,Yes,10513,Yes,2.54,36,0,0,89,20,6,0,2,1,Off-campus,Yes,7,9,No
STU_00009064,20,Male,No,No,In-state,2.72,1168,30,3,1,Education,Full-time,12,Early Decision,Spring,$100k+,Yes,No,27912,No,4,112,0,0,78.8,7,3,6,1,2,Commuter,No,0,3,No
STU_00009065,21,Male,Yes,No,Out-of-state,3.47,1138,31,4,2,Computer Science,Full-time,18,Regular,Spring,$30k-$60k,No,No,577,Yes,2.03,10,0,1,67.3,60,4,5,1,1,Off-campus,No,2,1,No
STU_00009066,17,Male,No,No,In-state,3.16,1136,29,3,2,Business,Full-time,15,Transfer,Spring,$30k-$60k,Yes,Yes,9483,No,3.69,120,0,0,54.8,11,2,2,2,1,On-campus,No,19,0,No
STU_00009067,17,Male,No,No,In-state,3.04,1317,22,2,3,Engineering,Part-time,6,Transfer,Spring,<$30k,No,No,801,Yes,2.78,48,0,0,73.8,0,4,1,1,4,On-campus,No,13,1,Yes
STU_00009068,17,Female,Yes,No,Out-of-state,3.27,1454,18,3,1,Health Sciences,Full-time,12,Regular,Fall,$100k+,No,No,38387,No,3.03,98,1,0,86.7,18,3,0,1,1,At home,Yes,1,1,No
STU_00009069,19,Male,No,No,In-state,3.17,1204,22,2,3,Arts & Sciences,Full-time,18,Early Decision,Fall,$100k+,Yes,No,2251,No,1.66,19,2,0,57.6,10,8,0,1,1,Off-campus,No,13,20,Yes
STU_00009070,18,Female,No,No,In-state,4,940,24,3,0,Business,Full-time,18,Regular,Fall,<$30k,Yes,No,12866,No,4,22,2,1,79.3,0,0,2,1,1,On-campus,No,5,12,No
STU_00009071,17,Male,No,No,In-state,3.25,1119,24,4,1,Business,Full-time,18,Regular,Spring,$100k+,Yes,Yes,26385,No,3.35,112,1,0,83.3,9,2,1,0,1,At home,No,30,4,No
STU_00009072,22,Female,No,No,In-state,3.09,1169,24,5,0,Health Sciences,Full-time,15,Early Decision,Fall,$30k-$60k,No,Yes,52857,No,2.82,4,0,1,79.2,2,7,1,4,0,Commuter,No,3,4,Yes
STU_00009073,18,Female,No,No,Out-of-state,3.14,1186,32,2,1,Education,Full-time,18,Regular,Fall,$60k-$100k,No,No,11276,No,3.52,26,1,0,83.4,1,5,5,2,1,At home,No,37,25,No
STU_00009074,17,Female,No,No,In-state,2.81,913,24,3,0,Business,Full-time,18,Early Decision,Spring,$30k-$60k,Yes,No,39411,Yes,2.24,39,0,1,97.8,10,1,4,0,2,On-campus,Yes,4,3,No
STU_00009075,19,Female,No,No,In-state,3.33,1386,28,5,0,Social Sciences,Full-time,15,Regular,Summer,$30k-$60k,No,No,16383,Yes,3.53,79,0,1,91.9,25,4,2,1,1,Off-campus,Yes,24,9,Yes
STU_00009076,19,Male,Yes,No,In-state,3.83,986,27,8,4,Engineering,Full-time,12,Early Decision,Fall,<$30k,Yes,Yes,1536,No,1.68,92,3,1,69.3,36,4,2,3,1,Off-campus,No,4,4,Yes
STU_00009077,17,Female,No,No,In-state,3.59,1420,24,5,2,Arts & Sciences,Full-time,15,Regular,Fall,<$30k,Yes,Yes,30,No,2.68,2,0,0,76.1,22,2,3,3,4,On-campus,No,14,16,No
STU_00009078,23,Male,No,No,International,2.79,1167,20,0,2,Engineering,Full-time,18,Regular,Fall,$100k+,Yes,No,24646,No,3.7,7,0,1,54.2,13,5,1,1,1,Commuter,No,0,4,No
STU_00009079,18,Female,Yes,No,In-state,2.89,1022,16,5,3,Business,Part-time,6,Regular,Fall,$30k-$60k,Yes,No,3854,Yes,2.66,42,1,0,73.6,2,4,1,4,1,Off-campus,No,8,2,No
STU_00009080,19,Non-binary,Yes,No,In-state,3.17,1392,20,4,1,Business,Full-time,15,Regular,Fall,$100k+,No,Yes,12911,No,2.78,35,2,1,76,5,7,1,0,0,Off-campus,No,0,9,No
STU_00009081,17,Male,No,No,In-state,3.23,1095,28,4,5,Arts & Sciences,Full-time,18,Regular,Fall,$30k-$60k,Yes,No,57806,No,4,86,3,0,83.3,6,1,1,2,2,Commuter,No,15,3,No
STU_00009082,20,Female,No,No,Out-of-state,3.5,1096,20,3,2,Health Sciences,Full-time,18,Regular,Fall,$30k-$60k,Yes,No,1144,Yes,2.89,116,1,0,69.5,21,5,2,0,2,At home,No,6,3,Yes
STU_00009083,23,Male,Yes,No,In-state,4,1129,27,4,4,Business,Part-time,9,Regular,Fall,<$30k,Yes,No,13177,No,3.98,32,0,1,86.6,44,4,2,2,1,Commuter,No,18,1,No
STU_00009084,19,Non-binary,No,No,Out-of-state,3.04,1171,20,2,4,Arts & Sciences,Full-time,18,Regular,Fall,$100k+,Yes,No,9798,No,2.79,120,1,0,55.6,25,2,2,4,0,Off-campus,No,5,17,No
STU_00009085,19,Female,No,No,In-state,3,1304,30,1,2,Arts & Sciences,Full-time,18,Regular,Summer,$30k-$60k,Yes,Yes,5472,Yes,2.12,18,1,0,86.1,21,4,0,1,2,Off-campus,No,2,13,No
STU_00009086,17,Male,Yes,No,In-state,4,1150,28,3,2,Arts & Sciences,Full-time,12,Regular,Fall,<$30k,Yes,No,15099,No,2.05,54,0,1,93.6,2,2,0,0,1,At home,No,31,0,Yes
STU_00009087,20,Female,No,No,In-state,2.29,1258,23,4,4,Computer Science,Full-time,12,Regular,Spring,$100k+,No,No,4985,No,2.65,38,0,0,68.3,26,2,1,0,4,At home,Yes,3,2,Yes
STU_00009088,23,Male,No,Yes,In-state,2.89,1250,31,2,3,Engineering,Full-time,18,Regular,Summer,<$30k,Yes,No,15461,No,3.12,36,0,0,84,4,8,1,1,0,Off-campus,No,5,6,No
STU_00009089,17,Male,No,No,In-state,2.92,1309,18,2,0,Arts & Sciences,Full-time,12,Regular,Fall,$60k-$100k,No,Yes,43780,No,3.04,92,2,0,64.7,5,2,2,0,0,On-campus,No,52,3,Yes
STU_00009090,20,Female,Yes,Yes,In-state,2.64,1094,22,3,3,Engineering,Part-time,6,Early Decision,Fall,$100k+,No,Yes,8040,No,3.16,61,0,2,88.6,24,4,2,1,1,On-campus,No,13,11,No
STU_00009091,19,Male,No,No,In-state,3.57,972,28,1,5,Social Sciences,Part-time,3,Regular,Spring,$60k-$100k,Yes,No,10984,No,2.66,22,2,0,79.4,13,3,2,1,1,Commuter,No,13,0,No
STU_00009092,21,Female,Yes,No,In-state,3.01,,28,4,3,Engineering,Full-time,15,Regular,Summer,$30k-$60k,Yes,No,16729,No,2.93,40,1,0,79.6,4,1,4,2,2,Commuter,No,0,4,No
STU_00009093,20,Female,No,No,In-state,3.26,901,24,4,5,Social Sciences,Full-time,12,Early Decision,Spring,<$30k,No,No,45097,No,2.07,29,0,1,63.8,18,1,0,2,4,On-campus,Yes,3,0,No
STU_00009094,19,Male,Yes,No,International,3.39,1373,19,4,1,Arts & Sciences,Part-time,6,Regular,Fall,$100k+,Yes,No,8779,No,3.07,84,1,0,94.9,14,8,4,3,2,On-campus,Yes,1,17,No
STU_00009095,17,Female,Yes,Yes,In-state,2.98,1268,20,5,1,Engineering,Part-time,6,Regular,Fall,$100k+,Yes,Yes,6194,No,2.84,55,0,1,70.4,12,3,2,2,0,On-campus,No,2,7,No
STU_00009096,17,Female,Yes,No,In-state,3.87,1116,24,0,3,Arts & Sciences,Full-time,12,Regular,Fall,$100k+,Yes,No,10068,Yes,1.82,5,0,0,,4,2,1,3,3,On-campus,No,19,4,No
STU_00009097,21,Male,Yes,Yes,International,3.15,1352,30,4,1,Health Sciences,Full-time,15,Regular,Fall,$100k+,Yes,No,11704,Yes,2.77,48,0,0,81.3,11,2,1,1,1,On-campus,No,14,17,No
STU_00009098,24,Male,No,No,In-state,2.74,1266,29,3,2,Computer Science,Full-time,12,Regular,Fall,<$30k,Yes,No,12901,No,3.03,14,0,0,91,7,0,2,3,4,On-campus,No,1,0,No
STU_00009099,25,Female,No,No,In-state,3.22,1070,22,2,0,Social Sciences,Part-time,9,Regular,Fall,<$30k,Yes,Yes,488,No,4,30,1,0,96.2,23,6,2,1,1,Off-campus,No,23,12,No
STU_00009100,19,Female,No,No,In-state,3.78,857,29,5,2,Computer Science,Full-time,15,Regular,Spring,$60k-$100k,No,No,2646,No,3.39,29,3,1,80.6,6,6,1,2,2,At home,No,4,1,Yes
STU_00009101,21,Male,No,No,In-state,3.74,1182,26,2,4,Business,Part-time,3,Regular,Fall,$60k-$100k,Yes,No,2223,Yes,3.06,32,1,1,67.9,7,1,2,3,0,On-campus,No,0,2,No
STU_00009102,20,Male,No,No,In-state,3.49,1369,29,3,5,Health Sciences,Full-time,15,Regular,Fall,$30k-$60k,No,Yes,3337,No,4,8,0,0,85.6,28,2,2,3,0,On-campus,No,7,4,No
STU_00009103,23,Female,Yes,Yes,In-state,3.41,1439,29,4,4,Engineering,Full-time,15,Early Decision,Fall,$100k+,Yes,No,1357,No,4,22,2,0,87.8,3,1,3,3,0,On-campus,No,3,1,No
STU_00009104,20,Male,No,No,In-state,3.32,1208,21,0,3,Arts & Sciences,Full-time,12,Transfer,Spring,$30k-$60k,Yes,Yes,2391,Yes,2.17,54,0,1,77.5,24,6,0,2,2,Off-campus,No,0,18,No
STU_00009105,20,Male,No,No,In-state,3.13,974,24,5,2,Health Sciences,Full-time,15,Transfer,Fall,$100k+,Yes,No,2166,No,2.77,34,0,2,66,5,3,5,0,0,On-campus,No,0,7,No
STU_00009106,18,Male,No,No,In-state,2.5,1528,21,5,2,Education,Full-time,15,Regular,Fall,$60k-$100k,No,No,15879,No,2.99,120,1,1,81.1,12,1,2,1,0,On-campus,No,12,33,No
STU_00009107,23,Male,No,No,In-state,3.46,1125,16,5,1,Business,Full-time,12,Transfer,Spring,<$30k,Yes,Yes,6631,Yes,3.15,17,2,2,84.8,14,3,0,0,0,On-campus,No,24,3,No
STU_00009108,17,Male,No,No,In-state,2.13,1074,23,2,3,Social Sciences,Full-time,18,Regular,Fall,$60k-$100k,No,Yes,9393,No,4,71,0,0,,0,7,2,0,2,At home,No,12,16,No
STU_00009109,20,Male,Yes,No,In-state,2.93,1351,25,5,8,Arts & Sciences,Full-time,18,Regular,Spring,$100k+,No,Yes,9616,Yes,3.93,18,0,0,,16,5,0,0,0,At home,No,5,4,Yes
STU_00009110,18,Male,No,No,In-state,3.3,,26,1,6,Arts & Sciences,Full-time,18,Regular,Fall,<$30k,Yes,No,6449,No,2.51,90,1,0,84.9,26,4,5,1,3,On-campus,No,10,2,No
STU_00009111,17,Male,No,No,International,3.43,967,22,2,3,Engineering,Full-time,18,Regular,Fall,$60k-$100k,Yes,Yes,7517,Yes,3.48,9,1,0,76,5,2,4,2,2,Off-campus,No,41,10,No
STU_00009112,23,Male,No,No,International,3.8,1271,27,1,4,Business,Full-time,18,Regular,Fall,$60k-$100k,Yes,No,9080,No,2.22,0,1,1,62.7,3,2,1,1,3,Off-campus,No,40,6,No
STU_00009113,18,Female,Yes,No,In-state,4,1203,24,0,3,Health Sciences,Full-time,18,Regular,Fall,$30k-$60k,No,No,9548,No,1.82,120,0,1,85.5,0,4,2,1,3,On-campus,No,1,22,Yes
STU_00009114,23,Female,No,No,In-state,3.69,880,26,3,5,Engineering,Full-time,18,Regular,Spring,<$30k,Yes,Yes,27225,Yes,3.4,1,1,0,81.1,10,4,2,0,0,On-campus,No,9,3,No
STU_00009115,18,Male,No,No,In-state,2.36,1111,28,3,4,Engineering,Full-time,12,Regular,Fall,<$30k,Yes,No,13170,No,3.39,44,0,1,95.5,10,5,2,1,0,On-campus,No,3,3,Yes
STU_00009116,17,Male,Yes,No,In-state,3.13,1371,29,2,4,Engineering,Full-time,15,Transfer,Summer,$100k+,No,No,14782,No,3.43,26,1,0,67.3,12,7,2,3,0,Commuter,No,23,11,Yes
STU_00009117,23,Male,No,No,In-state,3.41,1012,27,4,3,Engineering,Full-time,18,Regular,Fall,$100k+,Yes,No,7126,No,2.99,56,0,2,87.5,2,1,0,1,1,At home,No,12,8,Yes
STU_00009118,22,Female,Yes,No,Out-of-state,3.23,,24,5,1,Arts & Sciences,Full-time,18,Regular,Fall,$30k-$60k,No,Yes,24855,No,3.76,45,1,0,95.1,32,5,1,2,1,Off-campus,No,4,14,No
STU_00009119,18,Male,No,No,In-state,2.84,1067,21,3,4,Business,Full-time,18,Regular,Fall,<$30k,Yes,Yes,6567,No,2.71,0,1,1,83.3,2,5,2,1,2,At home,No,1,5,No
STU_00009120,17,Male,No,No,Out-of-state,3.15,1139,21,5,2,Computer Science,Full-time,15,Regular,Fall,$30k-$60k,No,Yes,34033,No,1.71,28,0,0,60.7,11,4,5,2,1,On-campus,No,3,29,No
STU_00009121,17,Female,No,No,Out-of-state,3.3,,31,1,0,Computer Science,Full-time,15,Transfer,Fall,$60k-$100k,Yes,No,32595,Yes,2.82,120,0,0,,43,3,5,1,1,Off-campus,Yes,7,26,No
STU_00009122,22,Male,Yes,No,In-state,3.7,1371,29,0,3,Arts & Sciences,Full-time,18,Regular,Summer,$100k+,No,No,2270,No,2.33,33,2,0,59.4,5,3,0,3,0,Commuter,Yes,0,2,No
STU_00009123,21,Female,No,No,In-state,3.36,908,17,3,2,Business,Part-time,6,Regular,Fall,$60k-$100k,No,No,6851,No,,27,0,0,92.7,10,2,2,3,2,On-campus,No,4,2,No
STU_00009124,22,Male,No,No,Out-of-state,3.64,1258,23,4,4,Computer Science,Full-time,15,Regular,Fall,$60k-$100k,Yes,Yes,1648,No,2.77,8,3,0,71.9,24,5,1,2,2,Commuter,No,3,0,Yes
STU_00009125,17,Female,Yes,No,Out-of-state,3.79,1328,21,4,1,Business,Full-time,18,Regular,Spring,$60k-$100k,Yes,No,994,No,3.01,32,2,2,87.4,12,1,0,2,1,On-campus,No,7,7,No
STU_00009126,19,Female,No,No,In-state,3.71,1254,18,3,2,Business,Full-time,12,Regular,Spring,$30k-$60k,Yes,No,3842,Yes,3.08,28,0,0,82.7,11,6,3,3,3,Off-campus,No,51,2,No
STU_00009127,23,Female,No,No,In-state,3.27,1061,22,4,1,Business,Full-time,12,Regular,Fall,$30k-$60k,Yes,Yes,22101,Yes,2.64,20,1,0,91.8,23,6,1,1,1,On-campus,No,6,0,No
STU_00009128,17,Female,No,No,In-state,3.05,833,16,5,2,Engineering,Full-time,15,Regular,Summer,$60k-$100k,Yes,No,1293,No,3.74,120,1,0,80.8,21,3,3,3,2,On-campus,No,19,5,No
STU_00009129,22,Female,Yes,No,In-state,2.51,1171,30,2,2,Engineering,Full-time,18,Regular,Fall,$100k+,Yes,No,12164,Yes,2.24,69,1,1,90.1,8,6,3,3,1,On-campus,No,9,13,No
STU_00009130,20,Male,Yes,No,International,3.52,1181,27,3,0,Engineering,Full-time,12,Regular,Fall,$60k-$100k,No,No,40521,No,3.66,49,0,1,88.8,9,2,0,0,0,On-campus,No,0,4,Yes
STU_00009131,19,Male,No,No,In-state,2,801,20,4,2,Engineering,Full-time,12,Early Decision,Fall,$30k-$60k,Yes,Yes,24891,No,3,31,0,1,86.4,10,2,3,3,1,Commuter,No,16,15,No
STU_00009132,20,Female,No,No,In-state,3.59,1119,22,2,4,Business,Full-time,12,Early Decision,Fall,$30k-$60k,Yes,Yes,1379,No,3.64,72,0,0,64.7,14,8,3,0,2,On-campus,No,8,11,No
STU_00009133,20,Female,No,No,In-state,3.36,1130,25,5,2,Engineering,Full-time,12,Early Decision,Spring,$100k+,No,Yes,21646,No,3.1,35,1,1,82.6,25,7,4,1,1,On-campus,No,40,8,No
STU_00009134,19,Female,No,No,In-state,2.97,1233,21,2,2,Business,Part-time,6,Regular,Fall,$100k+,Yes,No,21084,No,1.75,7,0,1,76.1,22,4,1,1,2,On-campus,No,3,37,No
STU_00009135,17,Male,No,No,In-state,3.69,1001,20,3,1,Business,Part-time,9,Transfer,Fall,$30k-$60k,No,Yes,5646,No,4,13,0,0,79.3,5,6,1,1,0,Commuter,No,6,11,No
STU_00009136,20,Male,No,No,In-state,3.81,1398,32,2,3,Business,Full-time,12,Transfer,Fall,$30k-$60k,Yes,Yes,11217,No,1.94,8,0,0,71.7,13,1,0,5,1,At home,No,5,40,Yes
STU_00009137,17,Male,Yes,Yes,In-state,2.79,,24,1,1,Engineering,Full-time,12,Regular,Fall,<$30k,Yes,No,9752,No,3.58,14,0,0,83.7,1,3,2,0,0,Off-campus,No,23,13,No
STU_00009138,22,Female,No,No,Out-of-state,3.37,1243,22,3,4,Arts & Sciences,Full-time,15,Regular,Fall,$100k+,No,No,23709,No,,81,0,0,74.7,29,8,1,1,3,On-campus,No,10,1,No
STU_00009139,21,Male,Yes,Yes,International,3.88,1111,29,3,3,Health Sciences,Full-time,18,Regular,Fall,$100k+,Yes,Yes,3953,No,3.07,111,0,0,87.4,47,6,3,3,3,Commuter,No,48,7,No
STU_00009140,17,Male,No,No,In-state,3.41,1291,21,2,5,Computer Science,Full-time,18,Regular,Fall,$100k+,Yes,No,14189,No,3.89,25,4,1,89.4,12,5,3,0,0,Off-campus,No,15,5,No
STU_00009141,22,Male,Yes,No,International,3.63,1082,23,4,4,Health Sciences,Full-time,12,Regular,Fall,$30k-$60k,Yes,Yes,6533,No,3.21,9,0,0,90.3,0,3,1,0,1,On-campus,No,5,4,Yes
STU_00009142,17,Female,No,Yes,In-state,3.25,981,24,3,2,Engineering,Full-time,12,Regular,Fall,$60k-$100k,Yes,Yes,4198,No,0.99,34,0,0,73.9,8,6,3,1,0,At home,No,0,5,Yes
STU_00009143,20,Female,Yes,No,In-state,2.96,1185,16,1,5,Business,Part-time,6,Regular,Fall,$100k+,Yes,Yes,8621,Yes,2.95,29,1,1,77.6,12,2,2,1,2,Off-campus,No,35,4,Yes
